656955120626880512	non-rumours
615689290706595840	non-rumours
613404935003217920	non-rumours
731166399389962242	non-rumours
714598641827246081	non-rumours
614467824313106432	non-rumours
715515982584881152	rumours
693315824132685824	non-rumours
693843042546106369	non-rumours
622891631293935616	rumours
692630756548591616	non-rumours
693265096278163456	non-rumours
553589051044151296	non-rumours
553590835850514433	rumours
622858454949040128	non-rumours
656870311057575936	non-rumours
616311563071434753	rumours
641666167992647681	non-rumours
525060425184858112	rumours
672513234419638273	rumours
544382892378714113	rumours
681824512120324096	non-rumours
620835698514464768	non-rumours
626898253900943360	non-rumours
618804516578680832	non-rumours
672632899921833984	rumours
553588178687655936	rumours
594687353937100801	non-rumours
613016993692798977	rumours
663385747177775105	non-rumours
766715993385267201	rumours
693141729529184256	non-rumours
524966904885428226	rumours
613393657161510913	non-rumours
544374511194632192	rumours
706665777332621314	non-rumours
693827886021767169	non-rumours
604354747357859842	non-rumours
767709416879644672	non-rumours
693146363685642240	non-rumours
652783670370115585	non-rumours
674187250792558592	non-rumours
726043971911213057	non-rumours
524935485370929152	rumours
730939370765754368	non-rumours
723365789378584578	non-rumours
674244561519161344	non-rumours
553535829017370625	rumours
731093044460683264	non-rumours
693086218276474880	non-rumours
692150118921957376	non-rumours
656830586577883136	rumours
553543369604210689	non-rumours
767814876433571840	non-rumours
649985459389661184	rumours
553531413459660800	rumours
693840291992838147	rumours
663925546812837888	non-rumours
614604054552018944	non-rumours
637382230394822656	non-rumours
661222523275636736	non-rumours
714531423273746432	non-rumours
675043569367982081	rumours
544314234541469696	non-rumours
651809229842608128	non-rumours
693140340367187969	rumours
553534838880608256	rumours
633961125126668288	non-rumours
544512108885725184	rumours
552805488631758849	rumours
645711628046995462	non-rumours
614608936491188225	non-rumours
693858804279201794	non-rumours
674014933235859456	rumours
690042063958732800	non-rumours
693041285087756288	non-rumours
620971220301787136	rumours
656880145769197568	non-rumours
674263945172119552	rumours
612646796355960832	rumours
544511199702822913	rumours
650952376954650629	non-rumours
693441093048766464	non-rumours
553107921081749504	non-rumours
666190716448587776	non-rumours
681199637387149313	non-rumours
632377165477191680	non-rumours
652992524504600576	non-rumours
763738618573623297	non-rumours
672927317191229440	non-rumours
757367391202471937	rumours
688819658057740290	rumours
692845716826300418	rumours
756282236375277568	rumours
692748411481780224	rumours
675193315306905600	rumours
674364257799004160	non-rumours
716461257025581056	rumours
662430295254175744	non-rumours
544512676643500033	rumours
638050997340893184	rumours
692890520960397312	non-rumours
544324444773433348	rumours
745236050407194624	non-rumours
673079581520318464	non-rumours
691995324752252930	non-rumours
673984270902427650	non-rumours
524975705206304769	non-rumours
618805892222468096	non-rumours
693086478667112448	non-rumours
614595181845839873	non-rumours
654371696195993600	non-rumours
665358434351509504	rumours
755439197125767169	rumours
666633171325353989	rumours
729647367457230850	rumours
726442550266044416	non-rumours
666070802924617728	rumours
544512664769396736	rumours
692106491365605376	non-rumours
727966590084485120	non-rumours
691789524498845699	rumours
767803368081358848	non-rumours
667379734343471104	non-rumours
715671763808493569	non-rumours
653250169752977408	rumours
656361703664451585	non-rumours
643103859729166337	non-rumours
714560810266132480	non-rumours
658065957823324160	rumours
693534670428971008	rumours
722885778448121857	non-rumours
614599619310407680	non-rumours
706933939953344514	non-rumours
691285663522648065	rumours
661229627734667264	non-rumours
714755546285477888	non-rumours
672102358516670465	non-rumours
673686233936072704	non-rumours
618192748735299584	non-rumours
715264793737879553	non-rumours
614594667225571328	rumours
693935557009801218	non-rumours
644229386149888001	rumours
763428684850094080	rumours
671181758692507648	rumours
692078399012130816	non-rumours
752875379765968897	rumours
626642648179159040	non-rumours
742114513726623744	non-rumours
716457799392342018	non-rumours
778625026144792577	non-rumours
614610920782888960	non-rumours
715254040289021952	non-rumours
673872171341447169	non-rumours
693167683701968896	non-rumours
724624672604610562	non-rumours
655432919595548672	non-rumours
692014905239666688	non-rumours
544520042810200064	rumours
692803280238419971	rumours
664000310856310784	non-rumours
742571519105077248	non-rumours
767541796410839040	non-rumours
641972184412327937	rumours
651321040119963648	non-rumours
662151653462790144	rumours
693844030589902848	non-rumours
676067381299576832	non-rumours
544491151118860289	rumours
544515538383564801	non-rumours
673615400655970304	rumours
653432261203750912	non-rumours
641443248909754368	non-rumours
614601139422633984	non-rumours
524931324763992064	non-rumours
707786906189303808	non-rumours
656047932093763584	rumours
723025600810766336	non-rumours
656595123590012928	non-rumours
615346611955183616	rumours
763524712853102596	non-rumours
663817239896821760	non-rumours
659462980476637184	non-rumours
669259395902152704	rumours
620367840902782976	non-rumours
733242244522725376	rumours
544301453717041152	rumours
628045645010608128	non-rumours
672169954016403456	rumours
693076140278153217	non-rumours
674314254732931072	non-rumours
714555825122107392	non-rumours
611039775856812032	rumours
778681502825451520	non-rumours
525068915068923904	non-rumours
740791134146965504	non-rumours
544504183341064192	non-rumours
553476490315431937	rumours
761573188543229952	rumours
673696115305406466	non-rumours
651825062174195712	non-rumours
633949800761700352	non-rumours
761999790892806144	non-rumours
553587013409325058	rumours
544513524438155264	rumours
672539897899577344	non-rumours
693691456222052352	rumours
693648684857323521	rumours
655812191233417216	non-rumours
672219174463275008	rumours
614628865353351168	non-rumours
727854332188577792	non-rumours
544358564484378624	rumours
742012307694223361	non-rumours
707332312724283392	rumours
755447443009916929	rumours
693555965019492352	non-rumours
705092738224525312	rumours
724661834419048448	non-rumours
757190314880884736	non-rumours
544278985249550337	rumours
544367462012432384	rumours
775672628493357057	non-rumours
692797856386777089	non-rumours
614645853291155457	non-rumours
682916727282270208	non-rumours
725983128444129280	non-rumours
766808183696351233	rumours
552791196247269378	rumours
524943490887991296	rumours
667534186450825216	non-rumours
687643002240679936	non-rumours
723511860516016128	rumours
677099574855639044	rumours
544391533240516608	rumours
656825206045020160	non-rumours
525025279803424768	rumours
693119705469587456	non-rumours
666051332504207360	non-rumours
692929779696275456	non-rumours
650975967146602496	non-rumours
553544694765215745	non-rumours
674080899055546368	non-rumours
626770498328895488	non-rumours
657007736467525632	non-rumours
614626710248534016	non-rumours
751536167183613952	non-rumours
693771953648373760	non-rumours
649903655160815616	rumours
692082861525078017	rumours
614054616154550273	non-rumours
674301960787505153	rumours
658755852199927808	non-rumours
748543642323783681	rumours
614494170590367744	non-rumours
661870323034431489	rumours
637873886072320001	non-rumours
732004388181434368	non-rumours
689938201193115648	non-rumours
645362146415525888	non-rumours
692758581494599681	rumours
672632863452299264	non-rumours
727187859367546880	rumours
764931593303646208	rumours
525056576038518785	non-rumours
672433211604013057	non-rumours
747275598347837440	non-rumours
774833492865593344	rumours
760928376668454912	rumours
728013148788154368	rumours
614618682543616000	non-rumours
693060960001597440	non-rumours
693826104633737217	non-rumours
723644048867774464	non-rumours
742050150307246080	rumours
675064077367005184	rumours
524926235030589440	rumours
749286768554438658	non-rumours
544380742076088320	non-rumours
614605997953404929	non-rumours
629503919098429440	non-rumours
692623941131722752	non-rumours
626546123713474560	non-rumours
672906198434209792	rumours
673615263040798726	non-rumours
647169573599449088	non-rumours
641050980985999360	non-rumours
727179214546456577	non-rumours
666107476526432256	rumours
620916279608651776	rumours
673664899571060736	non-rumours
544271284796784640	rumours
692071267189395457	non-rumours
651486105628463105	non-rumours
675065047710892033	rumours
668144671772778497	rumours
604625816992002049	non-rumours
682996350909157376	rumours
688752927381581824	non-rumours
693087220459270144	non-rumours
524962142563610625	rumours
693573781730783232	non-rumours
692083780123783172	non-rumours
627828211003469825	non-rumours
693059995013742592	non-rumours
614594195479752704	non-rumours
692691444046372865	rumours
614593989203886080	non-rumours
690376107825192960	non-rumours
658259426172891136	non-rumours
676586804242309121	rumours
651959206287908868	non-rumours
681147789653356544	non-rumours
