521310417696858112,1
521346721226711040,0
521350916872876033,1
521358118597689344,1
521359454672269313,0
521359863884967936,0
521360486387175424,0
521361857810939905,1
521367917322338304,0
521369179392581632,0
521375609206083584,0
521381662551474176,1
521595221155774464,1
522286703848218624,1
535241189234982912,0
535270217689993216,1
535342545283588096,1
535386605666979840,1
535391478969675776,0
535397927548878849,0
535415010361487360,0
535415869862473729,0
535425236871544832,0
535434467696189440,0
535438499432771584,0
535439290667241472,0
535440024930902017,0
535449972913614848,0
535450182142672897,1
535450705134649345,0
535463053190778880,0
535472483756154880,1
535482306585042944,1
535517405921804288,0
535524640031256576,0
535552999624826882,1
535556368552714240,1
535656301833895937,0
535708968837206016,1
535711053686898689,1
535721996391178242,0
535772174053687297,0
535792764135280640,0
535804563832315904,0
535818207542923265,0
535822193150537728,1
535828163402543104,1
535919972439322624,0
535926525422358528,0
535936169196810240,0
535942066694803456,0
535951209316642816,0
535952893589725184,0
535960367055118337,0
535966185477931010,0
535967306799538176,1
535986492879810560,0
536050365406253056,0
536127932918681602,1
536141476460507136,0
536223820131360769,1
536228944299958272,0
536323971239903234,0
536333336353193985,0
536425735771414528,0
536439239118831617,1
536464887015567360,0
536489596423774208,1
536504937401049089,1
536514538850750464,0
536532934014926849,0
536666052277448704,1
536696108823896065,0
536733651544072192,1
536760961692999680,0
536777819204775936,0
536778036180680704,0
536782128109740032,0
536783143865688064,0
536787694169632768,0
536805431360749568,1
536805993334571008,0
536809338766364672,1
536810390739755009,1
536812027571109888,0
536822580720984064,1
536824260615237632,0
536824581341073408,1
536824745459998720,1
536824746298843136,1
536825153372831744,0
536825222050365440,0
536825222608203776,0
536825223061180416,0
536825223526756352,0
536825396990607360,1
536825651463217152,1
536825848624865280,1
536825996985790465,1
536826273667227649,1
536826643122503680,1
536826754770685952,1
536826824219959296,1
536827540829384704,0
536827886926565376,1
536828314783346688,1
536828694107803651,1
536829324092268544,0
536830361817595905,1
536830857403961345,1
536830979714056192,1
536831367959420929,0
536831866721280000,1
536831867329466369,1
536832547062165504,1
536833104280055808,0
536833763326820352,0
536834351246225408,0
536835011941396481,0
536835327584141312,0
536835870293512192,0
536835870897479680,0
536836468816498688,0
536836469542105088,0
536836675226177538,0
536836729190105089,1
536837309078200320,0
536837509167480832,1
536837810805039104,1
536839580419231745,0
536841860049043457,1
536842041586876416,0
536842936667750402,0
536843350281060353,1
536844180887449600,0
536844209982959616,0
536844214202400768,0
536844329000906752,0
536844860058529792,0
536844922088091648,0
536844923774205952,0
536845577938432000,0
536845700835733504,0
536845753394536448,0
536846436537999360,0
536847243631149056,0
536847375802052609,0
536848134681690112,0
536848139836481536,0
536848241556721665,1
536848662135980032,0
536848962775678976,1
529399936434327552,0
529446466541326336,1
529540733020405760,0
529541962639355904,0
529572620782825473,0
529578734102523904,0
529590474005544960,0
529590949136326656,1
529621484130828290,0
529627432996044801,1
529627706057834496,0
529627707382853632,0
529627936622931968,1
529628988683976704,0
529630665168281601,1
529634428734423042,0
529637014527029248,1
529637341645008896,1
529637505981624320,0
529638205013123073,0
529638427462217728,1
529641857513308160,0
529642612618035202,0
529643568873230337,0
529644561770217473,1
529644676333453312,1
529645026452979712,1
529645279159779329,1
529646030472904704,0
529647261689864192,0
529647809243648001,1
529648202379964416,1
529648452511473666,1
529648547864399872,0
529649368656134144,0
529651454832037888,1
529652269105815553,1
529652689471569920,1
529652829536141314,0
529652940869738496,1
529653029747064832,1
529653880196698112,0
529654186791944192,0
529654321873715200,1
529654388269535232,0
529654486974099456,0
529654489356070912,0
529654835537518592,0
529654845838741504,0
529655582882791424,1
529655746074779648,1
529655766509445122,1
529657139959451648,1
529657418985525248,0
